Sno,User,Rating,Review
339,EKTA JAIN,1,I dun understand y this app is making fool of people Completely biased game and a complete waste of time..there is a point i am not getting any six and my opponent continuously getting six definitely that person will win i got six in the end nonsense stupid game stupid app developer
340,Misbah Arefin,1,This Game is biased. At early play people wins most. And after that u will lose badly. There r something fix in this game. The dice is fixed by the developer. They want u loose the game and after loosing ur coins u want coins. For this there add instantly displays on screen after evering lost game. People are being fooled by this game. After earning 4lakha coins u starting loosing most of the matches. But when i installed app from another mobile. I used to win every play.
341,divyesh patel,5,"Ludo king is amazing game, we played lot in this lockdown period . Thanks for giving such amazing childhood back during this covid19 👍 Now i m facing problem in geting number of 6 !! Is it why i rated your application and gives 4 star rate!"
342,yogesh kumar,1,The app keeps on crashing and hanging in one plus devices( may be android 10 issue). Just not able to play anymore
343,siva prasad,1,"Game is good , but now am facing issue that is app is closing every 1min..even in mid of game and restarting ...not able to play game"
344,ANJANA MEHTA,1,Not able to connect the game from past 3 days....it's really horrible...have updated the app too....still it's only showing connecting server
345,Tech factz,4,"Awesome game , but this can be improved and more kind of features should be added."
346,Nisha Gupta,1,"After complaining of bad network. Now my numbers is not coming. And my button is not working. Plz check Again after complaining, the network is good but ludo is not working. When I play the game of small amount then the network is good, but when I play for large amount , it always make me run out. Really bad experience. Plz check."
347,jhanvi verma,5,I like this app a lot.... Would like to give you a suggestion....if you can Put audio for playing with frnds options it will be awesome....
348,Dr.Ashutosh Mundhava,4,The new update of this game is nice and issues fixed. The internet connection issues are solved now Thanks !
349,DHAVAL PATEL,3,instead of chat option... provide voice option in play with friends game..so everyone cam talk with our buddies 🤞.its better idea to update
350,Kruthika Raj,1,Never play their missions. The make you sure you lose all your coins .its a trap. They make sure you lose those games.
351,Avi Dugar,1,Worst Game AI I have ever seen...... Haven't won a single game in 21 attempts. How is this possible.
352,Nishant Jha,3,The algorithm is totally biased and favours generally singke player. Too much of coincidences and forethought by AI to favour one player.
353,Madugula bhanu Bhanu,1,I hate this game because when opponents kill every dies when we r goings to win the opponent will get exact number to kill our token and we not get that game they will win not we improve that first
354,silky bhadauria,1,"Earlier I found it interesting, but the fact is this game is all designed the way that you cannot get random no. It's all fixed, it can't let you win until other players comes equal to you and also it makes other player getting the same no. at which our token gets stopped ..this is all ridiculous.. everything is so deliberately designed.. worst game ever. I gave 5 stars initially but now changing it to 1 and wish there was a option to chose 0 I would have given zero and would never recommend"
355,Santhosh Ramesh,1,The dice throw doesn't look random .. it biased... It almost follows a pattern on how it wants to make a player lose ..
356,Priyal Dervankar,1,The worst game whenever I play with computer I win but whenever I play with friends I loose why is it so all fixing I'll never play if this is gonna happen again I everytime loose u matchfixers
357,Munna Mobile,3,I am facing heating issue with this game and also battery drains very fast using this app. please resolve. Thank you
358,Janvi Bajaj,1,"This game is so unfair. Very disappointed. The last game i played, the opponent keeps on getting 6's on their dice. Me on the other hand, never even got a chance to put my coins on the board. Even if i manage to get one out, the opponent will get the exact number that i got and easily puts me back to where i started. I've had this experience lots of time. And I've decided this would be my last time. So i uninstalled this fake game. Honestly guys don't waste your time."
359,Legend Gaming,1,I have given only one star to this game because the developers of this game are very big fools . In this game if you play pass N play then it will definitely support only one player . I have played 59 times pass N play with my brother by taking the same color all the 59 times and every time my brother won . So I request the developers of this game to work on this problem \U0001f621\U0001f621\U0001f621
